AN_LETIVO,CD_ALUNO_SME,DESC_RACA_COR,CD_SEXO,TIPO_ESCOLA,DRE,NOME_DISTRITO,TURMA_ESCOL,MODALIDADE_SEGMENTO,DESC_SERIE,DESC_PAIS_NASC
2016,6571982,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA GUILHERME,S,EJA5A8,EJA COMPL II,BOLIVIA
2016,6571982,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA GUILHERME,S,EJA5A8,EJA COMPL I,BOLIVIA
2016,6572388,NAO DECLARADA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,CANGAIBA,S,CRECHE,BERCARIO II,BOLIVIA
2016,6572589,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,CASA VERDE,S,Fund1,C.II 5.ANO F9,BOLIVIA
2016,6572862,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA GUILHERME,S,Fund1,C.I 3.ANO F9,PARAGUAI
2016,6572932,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,TATUAPE,S,Fund2,C.III 9.ANO F9,ANGOLA
2016,6572966,PARDA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,PRE,INFANTIL II,BOLIVIA
2016,6573000,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOOCA,S,Fund2,C.III 8.ANO F9,BOLIVIA
2016,6573648,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOOCA,S,EJA5A8,EJA COMPL II,BOLIVIA
2016,6573648,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOOCA,S,EJA5A8,EJA COMPL I,BOLIVIA
2016,6573785,PRETA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ITAQUERA,S,CRECHE,MINI GRUPO I,ANGOLA
2016,6573785,PRETA,M,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,CANGAIBA,S,CRECHE,MINI GRUPO I,ANGOLA
2016,6573943,NAO DECLARADA,M,MOVA        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ITAQUERA,S,MOVA,MOVA,ANGOLA
2016,6574027,NAO DECLARADA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,BRASILANDIA,S,CRECHE,MINI GRUPO II,PERU
2016,6574650,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,BRASILANDIA,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,6574651,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,BRASILANDIA,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,6575437,PRETA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,GUAIANASES,S,CRECHE,BERCARIO II,ANGOLA
2016,6575437,PRETA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PENHA,S,CRECHE,BERCARIO II,ANGOLA
2016,6575754,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO,CAPAO REDONDO,S,Fund2,C.III 8.ANO F9,PORTUGAL
2016,6575855,PRETA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BELEM,S,Fund1,C.II 5.ANO F9,ANGOLA
2016,6576516,PRETA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO,SANTO AMARO,S,PRE,INFANTIL I,ANGOLA
2016,6576535,NAO DECLARADA,F,CEU EMEF    ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ITAQUERA,S,EJA5A8,EJA FINAL II,ANGOLA
2016,6576565,PRETA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO,SANTO AMARO,S,PRE,INFANTIL I,ANGOLA
2016,6576925,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,VILA MATILDE,S,PRE,INFANTIL II,BOLIVIA
2016,6577343,PRETA,F,CEU EMEF    ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,CIDADE LIDER,S,EJA5A8,EJA FINAL II,ANGOLA
2016,6577411,NAO DECLARADA,M,EMEFM       ,DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO,SANTO AMARO,S,EJA1A4,EJA ALF I,REPUBLICA DO HAITI
2016,6577411,NAO DECLARADA,M,EMEFM       ,DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO,SANTO AMARO,S,EJA1A4,EJA ALF II,REPUBLICA DO HAITI
2016,6577449,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PONTE RASA,S,Fund2,C.III 8.ANO F9,BOLIVIA
2016,6578222,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PARI,S,PRE,INFANTIL I,ANGOLA
2016,6578232,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PARI,S,PRE,INFANTIL II,ANGOLA
2016,6578232,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,CARRAO,S,PRE,INFANTIL II,ANGOLA
2016,6578502,NAO DECLARADA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,CANGAIBA,S,CRECHE,MINI GRUPO I,BOLIVIA
2016,6578617,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,TATUAPE,S,CRECHE,MINI GRUPO II,BOLIVIA
2016,6578811,NAO DECLARADA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,TUCURUVI,S,CRECHE,MINI GRUPO I,BOLIVIA
2016,6579075,PRETA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PARI,S,Fund1,C.I 3.ANO F9,ANGOLA
2016,6579075,PRETA,M,EMEFM       ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,SANTANA,S,Fund1,C.I 3.ANO F9,ANGOLA
2016,6579145,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SE,S,Fund1,C.II 4.ANO F9,SIRIA
2016,6579155,PRETA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,ARTUR ALVIM,S,Fund2,C.III 7.ANO F9,CONGO
2016,6579175,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,TREMEMBE,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,6579175,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,TREMEMBE,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,6579238,NAO DECLARADA,M,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BELEM,S,CRECHE,BERCARIO I,ANGOLA
2016,6579238,NAO DECLARADA,M,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,TATUAPE,S,CRECHE,BERCARIO I,ANGOLA
2016,6579258,BRANCA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,CONSOLACAO,S,CRECHE,MINI GRUPO II,PARAGUAI
2016,6579314,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,TATUAPE,S,CRECHE,MINI GRUPO II,ANGOLA
2016,6579314,NAO DECLARADA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PENHA,S,CRECHE,MINI GRUPO II,ANGOLA
2016,6579333,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ITAQUERA,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,6579333,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,VILA MATILDE,S,Fund1,C.I 3.ANO F9,BOLIVIA
2016,6579347,PRETA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOOCA,S,PRE,INFANTIL I,ANGOLA
2016,6579347,PRETA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,ERMELINO MATARAZZO,S,PRE,INFANTIL I,ANGOLA
2016,6579347,PRETA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOOCA,S,PRE,INFANTIL I,ANGOLA
2016,6579347,PRETA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOOCA,S,PRE,INFANTIL I,ANGOLA
2016,6579347,PRETA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOOCA,S,PRE,INFANTIL II,ANGOLA
2016,6579366,NAO DECLARADA,M,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,TATUAPE,S,CRECHE,BERCARIO I,ANGOLA
2016,6579366,NAO DECLARADA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,ERMELINO MATARAZZO,S,CRECHE,MINI GRUPO I,ANGOLA
2016,6579381,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SE,S,Fund1,C.I 2.ANO F9,PARAGUAI
2016,6579389,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA GUILHERME,S,Fund1,C.I 3.ANO F9,BOLIVIA
2016,6579513,NAO DECLARADA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ITAQUERA,S,CRECHE,MINI GRUPO II,ANGOLA
2016,6579583,PRETA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOOCA,S,PRE,INFANTIL II,ANGOLA
2016,6579583,PRETA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,CANGAIBA,S,PRE,INFANTIL II,ANGOLA
2016,6579842,PRETA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,CIDADE TIRADENTES,S,EJA5A8,EJA COMPL I,REPUBLICA DO HAITI
2016,6580483,PARDA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,PRE,INFANTIL II,BOLIVIA
2016,6580511,PRETA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOOCA,S,PRE,INFANTIL II,ANGOLA
2016,6580511,PRETA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PENHA,S,PRE,INFANTIL II,ANGOLA
2016,6580531,NAO DECLARADA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,TUCURUVI,S,CRECHE,MINI GRUPO I,ANGOLA
2016,6580589,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,SAO DOMINGOS,S,Fund2,C.III 8.ANO F9,JAPAO
2016,6580589,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,SAO DOMINGOS,S,Fund2,C.III 8.ANO F9,JAPAO
2016,6580589,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,SAO DOMINGOS,S,Fund2,C.III 7.ANO F9,JAPAO
2016,6580744,PRETA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,SANTANA,S,PRE,INFANTIL I,ANGOLA
2016,6580744,PRETA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOOCA,S,PRE,INFANTIL I,ANGOLA
2016,6580744,PRETA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOOCA,S,PRE,INFANTIL I,ANGOLA
2016,6580791,NAO DECLARADA,F,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BELEM,S,CRECHE,BERCARIO I,ANGOLA
2016,6580791,NAO DECLARADA,F,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,TATUAPE,S,CRECHE,BERCARIO I,ANGOLA
2016,6581087,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,VILA MARIANA,S,PRE,INFANTIL I,ANGOLA
2016,6581087,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,SANTANA,S,PRE,INFANTIL II,ANGOLA
2016,6581312,PRETA,F,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,BELA VISTA,S,CRECHE,BERCARIO II,ANGOLA
2016,6581545,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,TREMEMBE,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,6581637,PRETA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ITAQUERA,S,Fund1,C.I 1.ANO F9,NIGERIA
2016,6581696,NAO DECLARADA,M,EMEFM       ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,SANTANA,S,Fund1,C.II 5.ANO F9,BOLIVIA
2016,6581696,NAO DECLARADA,M,EMEFM       ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,SANTANA,S,Fund1,C.II 5.ANO F9,BOLIVIA
2016,6581797,PRETA,M,CEU EMEF    ,DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS,SAPOPEMBA,S,Fund2,C.II 6.ANO F9,ANGOLA
2016,6581866,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SE,S,Fund1,C.I 1.ANO F9,CHINA
2016,6581976,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,PERUS,S,PRE,INFANTIL I,EQUADOR
2016,6582225,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOOCA,S,EJA5A8,EJA FINAL II,BOLIVIA
2016,6582235,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,LAJEADO,S,EJA1A4,EJA BASICA I,BOLIVIA
2016,6582235,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,LAJEADO,S,EJA1A4,EJA BASICA I,BOLIVIA
2016,6582240,PRETA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO,CAMPO LIMPO,S,EJA1A4,EJA BASICA I,REPUBLICA DO HAITI
2016,6582246,PRETA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO,CAMPO LIMPO,S,EJA1A4,EJA BASICA I,REPUBLICA DO HAITI
2016,6582619,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PARI,S,Fund1,C.II 5.ANO F9,BOLIVIA
2016,6583446,PRETA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,BELA VISTA,S,EJA5A8,EJA MIII,CONGO
2016,6583698,PRETA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,BOM RETIRO,S,PRE,INFANTIL II,ANGOLA
2016,6583698,PRETA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,CONSOLACAO,S,PRE,INFANTIL II,ANGOLA
2016,6583871,NAO DECLARADA,M,MOVA        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ITAQUERA,S,MOVA,MOVA,CONGO
2016,6583944,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,LIMAO,S,Fund1,C.I 3.ANO F9,BOLIVIA
2016,6583944,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,LIMAO,S,Fund2,C.III 9.ANO F9,BOLIVIA
2016,6584172,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,BELA VISTA,S,EJA5A8,EJA MIII,ARGENTINA
2016,6584404,NAO DECLARADA,F,MOVA        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,CACHOEIRINHA,S,MOVA,MOVA,PERU
2016,6584445,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,VILA JACUI,S,PRE,INFANTIL I,BOLIVIA
2016,6585255,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,TATUAPE,S,CRECHE,MINI GRUPO II,ANGOLA
2016,6585255,NAO DECLARADA,M,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,BELA VISTA,S,CRECHE,MINI GRUPO II,ANGOLA
2016,6585255,NAO DECLARADA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOOCA,S,CRECHE,MINI GRUPO II,ANGOLA
2016,6585324,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,TATUAPE,S,Fund2,C.III 7.ANO F9,BOLIVIA
2016,6585328,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,6585366,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA GUILHERME,S,Fund2,C.III 7.ANO F9,BOLIVIA
2016,6585443,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,6585449,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,VILA JACUI,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,6585922,BRANCA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOOCA,S,PRE,INFANTIL I,SIRIA
2016,6585922,BRANCA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOOCA,S,PRE,INFANTIL II,SIRIA
2016,6585922,BRANCA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOOCA,S,PRE,INFANTIL II,SIRIA
2016,6586047,NAO DECLARADA,M,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,TATUAPE,S,CRECHE,BERCARIO II,ANGOLA
2016,6586159,NAO DECLARADA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,LAJEADO,S,CRECHE,BERCARIO I,ANGOLA
2016,6586159,NAO DECLARADA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,GUAIANASES,S,CRECHE,BERCARIO I,ANGOLA
2016,6586159,NAO DECLARADA,F,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,TATUAPE,S,CRECHE,BERCARIO I,ANGOLA
2016,6586448,NAO DECLARADA,M,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,TATUAPE,S,CRECHE,BERCARIO II,ANGOLA
2016,6586469,NAO DECLARADA,F,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BELEM,S,CRECHE,MINI GRUPO I,ANGOLA
2016,6589241,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,CAMBUCI,S,PRE,INFANTIL I,REPUBLICA DO HAITI
2016,6589486,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,JACANA,S,Fund2,C.III 9.ANO F9,BOLIVIA
2016,6589530,BRANCA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,MANDAQUI,S,Fund2,C.III 8.ANO F9,JAPAO
2016,6589530,BRANCA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,MANDAQUI,S,Fund2,C.III 8.ANO F9,JAPAO
2016,6589603,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,Fund1,C.I 3.ANO F9,PARAGUAI
2016,6590439,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,REPUBLICA,S,PRE,INFANTIL II,ANGOLA
2016,6590439,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOOCA,S,PRE,INFANTIL II,ANGOLA
2016,6590439,NAO DECLARADA,F,CEU EMEI    ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ITAQUERA,S,PRE,INFANTIL II,ANGOLA
2016,6590877,NAO DECLARADA,M,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,BELA VISTA,S,CRECHE,MINI GRUPO II,GUIANA FRANCESA
2016,6590884,NAO DECLARADA,F,CEI DIRET   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,VILA PRUDENTE,S,CRECHE,MINI GRUPO I,ANGOLA
2016,6590884,NAO DECLARADA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,VILA PRUDENTE,S,CRECHE,MINI GRUPO I,ANGOLA
2016,6591007,NAO DECLARADA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ITAQUERA,S,CRECHE,MINI GRUPO I,ANGOLA
2016,6591603,NAO DECLARADA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,BRASILANDIA,S,CRECHE,MINI GRUPO I,PARAGUAI
2016,6591872,NAO DECLARADA,F,MOVA        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ITAQUERA,S,MOVA,MOVA,ANGOLA
2016,6592006,NAO DECLARADA,M,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,SANTANA,S,CRECHE,MINI GRUPO II,PARAGUAI
2016,6592334,PRETA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,JOSE BONIFACIO,S,PRE,INFANTIL I,ANGOLA
2016,6592476,BRANCA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,PIRITUBA,S,CRECHE,MINI GRUPO I,COLOMBIA
2016,6592476,BRANCA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,PIRITUBA,S,CRECHE,MINI GRUPO I,COLOMBIA
2016,6593111,NAO DECLARADA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PENHA,S,CRECHE,MINI GRUPO II,ANGOLA
2016,6593318,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,PRE,INFANTIL I,PARAGUAI
2016,6593318,NAO DECLARADA,M,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,PRE,INFANTIL I,PARAGUAI
2016,6593367,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,JARDIM HELENA,S,PRE,INFANTIL I,ANGOLA
2016,6593367,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,SANTANA,S,PRE,INFANTIL II,ANGOLA
2016,6593367,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,SANTANA,S,PRE,INFANTIL II,ANGOLA
2016,6593621,NAO DECLARADA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PONTE RASA,S,CRECHE,MINI GRUPO II,BOLIVIA
2016,6593713,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,6593713,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,6593877,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,SANTANA,S,Fund1,C.I 3.ANO F9,BOLIVIA
2016,6593980,BRANCA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,PIRITUBA,S,Fund1,C.II 5.ANO F9,COLOMBIA
2016,6594100,PRETA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO,JARDIM SAO LUIS,S,EJA1A4,EJA BASICA II,REPUBLICA DO HAITI
2016,6594100,PRETA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO,JARDIM SAO LUIS,S,EJA5A8,EJA COMPL I,REPUBLICA DO HAITI
2016,6594146,NAO DECLARADA,F,MOVA        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ITAQUERA,S,MOVA,MOVA,REPUBLICA DO HAITI
2016,6595107,NAO DECLARADA,M,CEU EMEI    ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PENHA,S,PRE,INFANTIL II,BOLIVIA
2016,6595139,NAO DECLARADA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SE,S,CRECHE,MINI GRUPO I,ANGOLA
2016,6595141,PRETA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,IPIRANGA,S,CRECHE,MINI GRUPO I,COSTA DO MARFIM
2016,6595169,PRETA,F,CEI DIRET   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,CAMBUCI,S,CRECHE,MINI GRUPO II,ANGOLA
2016,6595181,PRETA,M,CEI DIRET   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,CAMBUCI,S,CRECHE,MINI GRUPO II,ANGOLA
2016,6595342,PRETA,F,EMEFM       ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,SANTANA,S,Fund1,C.I 3.ANO F9,ANGOLA
2016,6596356,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PONTE RASA,S,Fund2,C.III 7.ANO F9,BOLIVIA
2016,6596808,NAO DECLARADA,F,CIEJA       ,DIRETORIA REGIONAL DE EDUCACAO PENHA,ERMELINO MATARAZZO,S,EJA5A8,MIII CIEJA,BOLIVIA
2016,6596868,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SE,S,EJA1A4,EJA ALF II,BOLIVIA
2016,6597031,NAO DECLARADA,F,CIEJA       ,DIRETORIA REGIONAL DE EDUCACAO PENHA,ERMELINO MATARAZZO,S,EJA1A4,MII CIEJA,ANGOLA
